,Category,Description,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Dietary category,Data.Carbohydratehighorlow,Data.Cholesterolhighorlow,Data.Fiberhighorlow,Data.Proteinhighorlow,Data.Sugar Totalhighorlow,Data.Waterhighorlow,Data.Fat.Monosaturated Fathighorlow,Data.Fat.Polysaturated Fathighorlow,Data.Fat.Saturated Fathighorlow,Data.Fat.Total Lipidhighorlow,Data.Major Minerals.Calciumhighorlow,Data.Major Minerals.Copperhighorlow,Data.Major Minerals.Ironhighorlow,Data.Major Minerals.Magnesiumhighorlow,Data.Major Minerals.Phosphorushighorlow,Data.Major Minerals.Potassiumhighorlow,Data.Major Minerals.Sodiumhighorlow,Data.Major Minerals.Zinchighorlow,Data.Vitamins.Vitamin A - RAEhighorlow,Data.Vitamins.Vitamin B12highorlow,Data.Vitamins.Vitamin B6highorlow,Data.Vitamins.Vitamin Chighorlow,Data.Vitamins.Vitamin Ehighorlow,Data.Vitamins.Vitamin Khighorlow
4339,Burrito,"Burrito, taco, or quesadilla with egg and breakfast meat",16.76,160,1.2,11.6,1.77,55.04,5.205,3.324,4.91,14.51,119,0.077,2.07,17,192,162,528,1.2,79,0.44,0.12,0.1,0.94,6.0,Non-Vegetarian,medium,high,medium,medium,low,medium,high,high,high,high,high,low,medium,medium,high,medium,high,medium,medium,medium,medium,low,medium,low
4340,Burrito,"Burrito, taco, or quesadilla with egg and breakfast meat, from fast food",22.97,137,1.2,11.1,2.57,47.55,5.073,3.366,6.404,15.63,132,0.075,2.28,18,168,150,744,1.09,79,0.74,0.102,0.5,0.94,4.4,Non-Vegetarian,medium,high,medium,medium,low,medium,high,high,high,high,high,low,medium,medium,medium,medium,high,medium,medium,medium,low,low,medium,low
4341,Burrito,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat",18.46,138,1.4,10.33,1.6,54.23,5.574,3.654,4.577,14.87,105,0.08,1.87,17,179,189,534,1.08,68,0.37,0.129,0.8,1.18,6.6,Non-Vegetarian,medium,high,medium,medium,low,medium,high,high,high,high,high,low,medium,medium,medium,medium,high,medium,medium,low,medium,low,medium,low
4342,Burrito,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food",17.74,141,1.3,11.15,2.18,54.83,4.779,2.165,5.521,13.94,136,0.088,2.05,18,204,201,594,1.29,77,0.55,0.153,4.4,0.54,5.3,Non-Vegetarian,medium,high,medium,medium,low,medium,high,medium,high,high,high,medium,medium,medium,high,medium,high,medium,medium,medium,medium,medium,low,low
4343,Burrito,"Burrito, taco, or quesadilla with egg, beans, and breakfast meat",16.18,131,1.7,10.41,1.55,59.13,4.377,2.824,4.14,12.26,103,0.086,1.96,20,174,190,500,1.09,65,0.36,0.115,1.1,0.79,5.3,Non-Vegetarian,medium,high,medium,medium,low,medium,medium,medium,high,medium,high,medium,medium,medium,medium,medium,high,medium,medium,low,low,low,medium,low
4344,Burrito with meat,Burrito with meat,14.45,41,1.2,13.02,1.69,55.86,4.966,0.965,7.065,14.48,206,0.067,1.83,20,204,179,490,2.14,47,0.64,0.11,1.6,0.27,3.8,Non-Vegetarian,medium,medium,medium,high,low,medium,high,low,high,high,high,low,medium,medium,high,medium,high,high,medium,medium,low,low,low,low
4345,Burrito with meat and beans,Burrito with meat and beans,16.85,29,2.0,11.06,1.68,58.28,3.65,0.979,5.867,11.56,202,0.082,1.78,24,193,199,514,1.55,44,0.39,0.1,2.1,0.25,3.7,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,low,medium,medium,high,medium,high,medium,medium,low,low,low,low,low
4346,Burrito with meat and beans,"Burrito with meat and beans, from fast food",23.37,12,3.7,7.03,2.1,60.9,1.803,1.575,2.733,6.8,90,0.106,1.82,23,131,204,451,0.88,52,0.27,0.097,1.3,0.28,6.1,Non-Vegetarian,medium,low,high,medium,low,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low
4347,Burrito with meat and sour cream,Burrito with meat and sour cream,13.05,43,1.1,11.51,1.94,58.32,4.913,0.941,7.505,15.18,191,0.06,1.58,18,185,171,425,1.88,58,0.58,0.1,1.5,0.29,3.5,Non-Vegetarian,medium,medium,medium,medium,low,medium,high,low,high,high,high,low,medium,medium,medium,medium,medium,high,medium,medium,low,low,low,low
4348,Burrito with meat,"Burrito with meat, beans, and sour cream",15.16,33,1.7,9.86,1.92,60.33,3.781,0.954,6.46,12.64,188,0.073,1.54,22,177,189,447,1.38,55,0.37,0.092,2.0,0.26,3.4,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,high,high,low,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low
4349,Burrito with meat,"Burrito with meat, beans, and sour cream, from fast food",26.78,16,3.6,8.56,1.7,54.79,2.013,1.985,3.191,7.86,114,0.147,2.22,31,160,255,513,1.28,30,0.37,0.117,0.4,0.49,3.0,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4350,Burrito with meat,"Burrito with meat, beans, and rice",17.6,27,1.9,10.5,1.57,58.95,3.415,0.919,5.485,10.82,189,0.081,1.74,23,183,188,480,1.48,41,0.37,0.099,2.0,0.23,3.5,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,low,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4351,Burrito with meat,"Burrito with meat, beans, rice, and sour cream",15.9,31,1.6,9.45,1.81,60.79,3.569,0.904,6.094,11.93,178,0.073,1.52,21,169,180,421,1.33,52,0.34,0.092,1.9,0.25,3.2,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,low,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low
4352,Burrito with chicken,Burrito with chicken,16.59,56,1.3,16.89,1.81,52.28,3.551,1.234,6.168,12.02,241,0.069,1.6,23,251,178,574,1.42,55,0.31,0.135,0.3,0.36,3.5,Non-Vegetarian,medium,high,medium,high,low,medium,medium,low,high,medium,high,low,medium,medium,high,medium,high,medium,medium,low,medium,low,low,low
4353,Burrito with chicken and beans,Burrito with chicken and beans,18.0,34,2.1,12.59,1.73,56.9,2.917,1.098,5.372,10.23,217,0.085,1.67,26,213,200,553,1.19,48,0.22,0.11,1.6,0.28,3.6,Non-Vegetarian,medium,medium,medium,high,low,medium,medium,low,high,medium,high,medium,medium,medium,high,medium,high,medium,medium,low,low,low,low,low
4354,Burrito with chicken and sour cream,Burrito with chicken and sour cream,14.6,56,1.1,14.5,2.08,55.72,3.724,1.162,6.826,13.23,218,0.06,1.34,21,222,169,484,1.24,67,0.29,0.12,0.4,0.36,3.1,Non-Vegetarian,medium,high,medium,high,low,medium,medium,low,high,high,high,low,medium,medium,high,medium,high,medium,medium,low,medium,low,low,low
4355,Burrito with chicken,"Burrito with chicken, beans, and sour cream",16.01,38,1.8,11.08,1.98,59.31,3.167,1.054,6.081,11.59,200,0.075,1.43,23,192,189,475,1.06,59,0.22,0.1,1.5,0.3,3.3,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,low,medium,medium,high,medium,medium,medium,medium,low,low,low,low,low
4356,Burrito with chicken,"Burrito with chicken, beans, and rice",18.72,32,2.0,11.88,1.61,57.73,2.716,1.026,4.995,9.52,202,0.083,1.64,25,201,189,514,1.14,44,0.21,0.109,1.5,0.26,3.3,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,low,medium,medium,high,medium,high,medium,medium,low,low,low,low,low
4357,Burrito with chicken,"Burrito with chicken, beans, rice, and sour cream",16.75,36,1.7,10.57,1.86,59.87,2.978,0.994,5.713,10.9,188,0.074,1.42,23,183,180,446,1.02,55,0.21,0.099,1.4,0.28,3.1,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,low,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low
4358,Burrito with beans and rice,"Burrito with beans and rice, meatless",19.68,16,2.6,8.8,1.56,61.04,2.272,0.934,4.449,8.29,186,0.095,1.69,27,174,206,502,0.97,39,0.14,0.09,2.5,0.21,3.4,Non-Vegetarian,medium,low,high,medium,low,medium,medium,low,high,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4359,Burrito with beans,"Burrito with beans, meatless",19.1,17,2.7,9.22,1.66,60.53,2.421,0.992,4.748,8.83,198,0.097,1.73,28,183,218,536,1.0,41,0.16,0.09,2.6,0.22,3.7,Non-Vegetarian,medium,low,high,medium,low,medium,medium,low,high,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4360,Burrito with beans,"Burrito with beans, meatless, from fast food",31.23,5,4.2,7.35,1.73,53.17,1.258,2.229,2.309,6.05,124,0.164,2.37,34,163,261,563,0.86,25,0.16,0.1,0.4,0.54,3.2,Non-Vegetarian,high,low,high,medium,low,medium,low,medium,medium,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4361,Burrito with beans,"Burrito with beans, rice, and sour cream, meatless",17.76,22,2.2,7.99,1.8,62.57,2.567,0.917,5.173,9.69,175,0.085,1.49,25,161,196,442,0.89,50,0.15,0.084,2.3,0.23,3.2,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,low,high,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low
4362,Chilaquiles,"Chilaquiles, tortilla casserole with salsa, cheese, and egg",24.15,78,2.9,8.63,2.42,47.77,5.821,3.899,6.208,17.41,159,0.085,1.08,39,196,236,365,1.34,72,0.21,0.146,6.5,1.15,11.4,Non-Vegetarian,medium,high,high,medium,low,medium,high,high,high,high,high,medium,medium,high,high,medium,medium,medium,medium,low,medium,medium,medium,medium
4363,Chilaquiles,"Chilaquiles, tortilla casserole with salsa and cheese, no egg",28.34,19,3.5,7.71,2.78,44.53,5.569,3.655,6.518,17.29,177,0.087,0.93,44,193,252,380,1.33,54,0.13,0.142,7.7,0.98,11.8,Non-Vegetarian,medium,low,high,medium,low,medium,high,high,high,high,high,medium,low,high,high,medium,medium,medium,medium,low,medium,medium,medium,medium
4364,Enchilada,"Enchilada, no sauce",10.59,26,2.4,9.15,2.05,71.66,2.674,1.291,2.624,7.24,87,0.093,1.34,26,142,217,261,2.49,26,0.5,0.175,9.1,0.7,4.6,Vegetarian,low,medium,high,medium,low,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,low,medium,medium,high,medium,low
4365,Enchilada with meat and beans,"Enchilada with meat and beans, red-chile or enchilada sauce",12.17,15,2.8,6.57,1.99,73.99,2.069,1.251,2.079,5.86,85,0.095,1.17,28,126,233,271,1.49,24,0.26,0.154,9.3,0.65,4.5,Non-Vegetarian,low,low,high,medium,low,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,high,low,low
4366,Enchilada with meat and beans,"Enchilada with meat and beans, green-chile or enchilada sauce",13.67,16,2.6,6.93,1.98,70.57,2.725,1.864,2.403,7.56,77,0.097,1.08,30,138,222,222,1.6,19,0.28,0.154,13.0,0.84,9.4,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,high,medium,medium
4367,Enchilada with meat,"Enchilada with meat, red-chile or enchilada sauce",10.59,26,2.4,9.15,2.05,71.66,2.674,1.291,2.624,7.24,87,0.093,1.34,26,142,217,261,2.49,26,0.5,0.175,9.1,0.7,4.6,Non-Vegetarian,low,medium,high,medium,low,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,low,medium,medium,high,medium,low
4368,Enchilada with meat,"Enchilada with meat, green-chile or enchilada sauce",12.11,28,2.1,9.73,2.04,67.77,3.431,1.96,3.016,9.18,79,0.094,1.26,28,155,203,207,2.68,21,0.54,0.177,13.0,0.92,10.0,Non-Vegetarian,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,low,medium,medium,high,medium,medium
4369,Enchilada with chicken and beans,"Enchilada with chicken and beans, red-chile or enchilada sauce",12.16,16,2.8,6.22,1.99,75.03,1.802,1.296,1.761,5.25,85,0.088,0.9,28,127,234,267,0.72,24,0.08,0.151,9.3,0.67,4.3,Non-Vegetarian,low,low,high,medium,low,medium,low,low,medium,low,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,high,medium,low
4370,Enchilada with chicken and beans,"Enchilada with chicken and beans, green-chile or enchilada sauce",13.66,17,2.6,6.56,1.98,71.68,2.439,1.911,2.062,6.9,77,0.089,0.8,30,138,223,217,0.78,20,0.09,0.151,13.0,0.87,9.2,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,medium,high,medium,medium
4371,Enchilada with chicken,"Enchilada with chicken, red-chile or enchilada sauce",10.58,28,2.4,8.4,2.05,73.91,2.097,1.388,1.937,5.91,87,0.077,0.78,26,143,220,252,0.82,27,0.12,0.17,9.1,0.75,4.3,Non-Vegetarian,low,medium,high,medium,low,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium,low,low,medium,high,medium,low
4372,Enchilada with chicken,"Enchilada with chicken, green-chile or enchilada sauce",12.09,30,2.1,8.93,2.04,70.19,2.811,2.063,2.277,7.75,79,0.077,0.65,28,156,207,197,0.89,23,0.13,0.171,13.0,0.97,9.6,Non-Vegetarian,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,low,medium,low,low,medium,high,medium,medium
4373,Enchilada with beans,"Enchilada with beans, meatless, red-chile or enchilada sauce",13.53,5,3.2,4.34,1.94,76.0,1.548,1.216,1.609,4.68,82,0.097,1.01,30,113,246,279,0.63,22,0.04,0.135,9.6,0.61,4.4,Non-Vegetarian,medium,low,high,low,low,medium,low,low,low,low,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,high,low,low
4374,Enchilada with beans,"Enchilada with beans, green-chile or enchilada sauce",15.0,5,3.1,4.54,1.92,72.96,2.122,1.781,1.879,6.17,75,0.099,0.92,32,123,237,234,0.67,18,0.05,0.134,13.0,0.79,8.9,Vegetarian,medium,low,high,low,low,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,high,medium,medium
4375,Enchilada,"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",11.15,22,2.4,7.27,2.18,69.69,2.976,1.415,4.897,10.21,209,0.071,0.72,26,175,184,295,1.09,70,0.2,0.137,9.3,0.77,4.8,Non-Vegetarian,low,medium,high,medium,low,medium,medium,medium,high,medium,high,low,low,medium,medium,medium,medium,medium,medium,low,medium,high,medium,low
4376,Enchilada,"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",12.75,24,2.2,7.73,2.17,65.54,3.779,2.113,5.473,12.44,210,0.071,0.59,29,191,168,242,1.18,68,0.22,0.136,13.4,1.0,10.4,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,medium,high,medium,high,low,low,medium,high,medium,medium,medium,medium,low,medium,high,medium,medium
4377,Taco or tostada with meat,Taco or tostada with meat,19.23,30,2.7,10.47,2.27,53.68,5.015,2.474,5.189,14.42,101,0.095,1.42,35,158,272,536,2.34,45,0.72,0.22,2.9,1.22,8.3,Non-Vegetarian,medium,medium,high,medium,low,medium,high,medium,high,high,medium,medium,medium,medium,medium,medium,high,high,medium,medium,medium,low,medium,low
4378,Taco or tostada with meat,"Taco or tostada with meat, from fast food",19.85,28,3.9,8.86,0.9,57.02,4.411,3.042,4.384,12.7,89,0.077,1.19,32,178,209,397,1.75,20,0.93,0.09,0.4,0.6,15.3,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,high,medium,low,medium,medium,medium,medium,medium,medium,low,medium,low,low,low,medium
4379,Taco or tostada with meat and sour cream,Taco or tostada with meat and sour cream,17.33,34,2.3,9.42,2.48,55.89,5.027,2.26,6.01,15.38,103,0.084,1.24,32,148,254,469,2.08,57,0.65,0.197,2.6,1.11,7.4,Non-Vegetarian,medium,medium,medium,medium,low,medium,high,medium,high,high,high,low,medium,medium,medium,medium,medium,high,medium,medium,medium,low,medium,low
4380,Soft taco with meat,Soft taco with meat,20.38,26,2.1,10.69,2.96,55.74,3.543,1.795,4.065,10.81,118,0.095,2.15,21,161,233,658,1.91,39,0.63,0.171,2.5,0.93,8.0,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,medium,high,medium,high,medium,medium,medium,medium,medium,high,high,low,medium,medium,low,medium,low
4381,Soft taco with meat,"Soft taco with meat, from fast food",20.23,25,2.9,9.25,1.57,58.78,3.243,1.578,4.155,9.75,123,0.067,1.67,19,167,161,560,1.37,19,0.84,0.06,0.1,0.25,7.4,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,medium,high,low,medium,medium,medium,medium,high,medium,low,medium,low,low,low,low
4382,Soft taco with meat and sour cream,Soft taco with meat and sour cream,18.54,31,1.9,9.73,3.06,57.47,3.732,1.685,4.937,12.1,118,0.086,1.9,20,151,222,582,1.72,51,0.58,0.156,2.4,0.87,7.2,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,medium,high,medium,high,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,low,medium,low
4383,Soft taco with meat and sour cream,"Soft taco with meat and sour cream, from fast food",19.04,26,2.6,8.73,1.45,60.54,3.23,1.471,4.377,9.83,125,0.062,1.52,18,158,166,517,1.29,25,0.8,0.056,0.2,0.26,6.8,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,medium,high,low,medium,medium,medium,medium,high,medium,low,medium,low,low,low,low
4384,Soft taco with chicken,Soft taco with chicken,21.24,38,2.0,12.52,2.32,54.36,2.864,2.128,3.412,9.69,127,0.08,1.82,21,189,195,648,1.0,42,0.18,0.145,1.1,0.86,8.0,Non-Vegetarian,medium,medium,medium,high,low,medium,medium,medium,medium,medium,high,low,medium,medium,high,medium,high,medium,low,low,medium,low,medium,low
4385,Soft taco with chicken,"Soft taco with chicken, from fast food",19.69,29,1.2,13.3,1.3,58.42,1.621,1.607,2.559,6.35,122,0.06,1.59,24,244,217,613,0.76,25,0.12,0.11,0.2,0.21,7.9,Non-Vegetarian,medium,medium,medium,high,low,medium,low,medium,medium,medium,high,low,medium,medium,high,medium,high,low,low,low,low,low,low,low
4386,Soft taco with chicken and sour cream,Soft taco with chicken and sour cream,18.79,41,1.7,11.03,2.48,57.12,3.119,1.932,4.405,11.12,123,0.071,1.56,19,172,185,557,0.9,54,0.19,0.13,1.1,0.79,7.1,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,medium,high,medium,high,low,medium,medium,medium,medium,high,medium,medium,low,medium,low,medium,low
4387,Taco or tostada with chicken,Taco or tostada with chicken,20.39,44,2.6,12.75,1.45,50.96,4.529,3.011,4.684,13.9,111,0.078,0.94,38,194,237,516,1.39,49,0.21,0.201,1.3,1.2,8.6,Non-Vegetarian,medium,medium,high,high,low,medium,high,medium,high,high,high,low,low,medium,high,medium,high,medium,medium,low,medium,low,medium,medium
4388,Taco or tostada with chicken and sour cream,Taco or tostada with chicken and sour cream,17.73,47,2.2,11.01,1.78,54.69,4.54,2.638,5.605,14.82,109,0.068,0.8,33,174,218,434,1.21,62,0.21,0.174,1.2,1.06,7.4,Non-Vegetarian,medium,medium,medium,medium,low,medium,high,medium,high,high,high,low,low,medium,medium,medium,medium,medium,medium,low,medium,low,medium,low
4389,Taco or tostada with fish,Taco or tostada with fish,20.39,26,2.6,10.09,1.47,55.62,3.704,2.768,4.208,12.04,109,0.066,0.78,38,223,238,447,1.01,47,0.79,0.166,1.7,1.27,8.5,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,medium,high,low,low,medium,high,medium,medium,medium,medium,medium,medium,low,medium,low
4390,Soft taco with fish,Soft taco with fish,21.23,23,2.0,10.24,2.33,58.33,2.168,1.925,3.011,8.12,125,0.069,1.67,21,214,196,589,0.68,40,0.67,0.115,1.4,0.92,8.0,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,high,low,medium,medium,high,medium,high,low,low,medium,low,low,medium,low
4391,Soft taco with beans,Soft taco with beans,21.33,6,3.1,6.29,1.83,65.21,1.201,0.974,2.192,5.12,98,0.105,1.79,28,133,240,507,0.68,22,0.06,0.091,3.1,0.25,4.5,Vegetarian,medium,low,high,medium,low,medium,low,low,medium,low,medium,medium,medium,medium,medium,medium,high,low,low,low,low,low,low,low
4392,Soft taco with beans and sour cream,Soft taco with beans and sour cream,19.55,11,2.8,5.88,2.0,66.04,1.563,0.955,3.039,6.64,98,0.096,1.61,26,127,227,456,0.64,33,0.08,0.086,2.9,0.26,4.2,Vegetarian,medium,low,high,medium,low,medium,low,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low
4393,Soft taco with meat and beans,Soft taco with meat and beans,20.99,15,2.7,8.25,2.34,60.92,2.234,1.338,3.023,7.64,107,0.101,1.96,25,146,238,575,1.22,29,0.31,0.127,2.9,0.55,6.0,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,medium,low,low,low
4394,Soft taco with chicken and beans,Soft taco with chicken and beans,21.29,19,2.6,8.82,2.03,60.79,1.878,1.444,2.69,6.98,110,0.095,1.8,25,156,221,564,0.81,30,0.11,0.113,2.3,0.5,6.0,Non-Vegetarian,medium,low,high,medium,low,medium,low,medium,medium,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4395,Soft taco with meat,"Soft taco with meat, beans, and sour cream",19.16,20,2.4,7.6,2.48,62.14,2.529,1.282,3.89,9.08,107,0.092,1.74,23,138,226,514,1.12,41,0.3,0.117,2.7,0.53,5.5,Non-Vegetarian,medium,low,high,medium,low,medium,medium,low,medium,medium,high,medium,medium,medium,medium,medium,high,medium,low,low,low,low,low,low
4396,Soft taco with chicken,"Soft taco with chicken, beans, and sour cream",19.23,24,2.3,8.03,2.2,62.31,2.215,1.365,3.612,8.51,109,0.085,1.59,23,146,209,498,0.75,41,0.12,0.104,2.2,0.48,5.4,Non-Vegetarian,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,medium,high,low,low,low,low,low,low,low
4397,Taco or tostada with beans,Taco or tostada with beans,20.79,6,3.7,5.74,1.21,64.2,2.102,1.421,2.887,7.36,84,0.107,1.22,40,130,272,405,0.9,24,0.07,0.121,3.5,0.4,4.5,Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,low,low,medium,medium,low,low
4398,Taco or tostada with beans and sour cream,Taco or tostada with beans and sour cream,18.9,12,3.2,5.36,1.47,65.24,2.394,1.348,3.737,8.77,86,0.097,1.08,36,124,255,361,0.83,36,0.08,0.112,3.2,0.4,4.1,Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low
4399,Taco or tostada with meat and beans,Taco or tostada with meat and beans,20.2,16,3.2,7.82,1.68,59.48,3.378,1.885,3.9,10.46,92,0.102,1.31,38,143,273,464,1.53,33,0.35,0.165,3.3,0.76,6.2,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium,low
4400,Taco or tostada with meat and beans,"Taco or tostada with meat and beans, from fast food",19.28,25,3.9,8.51,0.87,58.9,4.065,2.815,4.043,11.73,84,0.082,1.21,32,170,219,395,1.64,18,0.84,0.091,0.9,0.55,14.1,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,medium,medium,low,medium,medium,medium,medium,medium,medium,low,medium,low,low,low,medium
4401,Taco or tostada with chicken and beans,Taco or tostada with chicken and beans,20.63,21,3.2,8.51,1.31,58.97,3.061,2.049,3.597,9.95,95,0.096,1.11,39,155,258,448,1.09,34,0.12,0.153,2.6,0.72,6.1,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,high,medium,medium,medium,medium,low,low,medium,low,medium,low
4402,Taco or tostada with meat,"Taco or tostada with meat, beans, and sour cream",18.27,22,2.8,7.16,1.92,61.01,3.561,1.754,4.75,11.7,94,0.092,1.15,34,135,255,409,1.38,45,0.33,0.15,3.0,0.72,5.6,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,low
4403,Taco or tostada with chicken,"Taco or tostada with chicken, beans, and sour cream",18.42,26,2.8,7.67,1.6,60.92,3.273,1.876,4.502,11.25,95,0.085,0.96,35,144,240,391,0.98,47,0.14,0.138,2.4,0.67,5.5,Non-Vegetarian,medium,medium,high,medium,low,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,low,medium,low,medium,low
4404,Ground beef with tomato sauce and taco seasonings on a cornbread crust,Ground beef with tomato sauce and taco seasonings on a cornbread crust,20.49,38,2.6,9.57,7.02,59.68,3.829,0.7,2.709,8.12,53,0.07,1.61,18,203,215,542,1.9,30,0.74,0.185,4.6,0.46,3.1,Vegetarian,medium,medium,high,medium,medium,medium,medium,low,medium,medium,medium,low,medium,medium,high,medium,high,high,low,medium,medium,medium,low,low
4405,Mexican casserole made with ground beef,"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",17.44,33,3.1,13.3,1.13,54.88,4.243,2.823,4.041,12.67,100,0.135,1.9,36,170,308,328,2.67,31,0.81,0.206,1.8,1.59,5.7,Vegetarian,medium,medium,high,high,low,medium,medium,medium,high,high,medium,medium,medium,medium,medium,high,medium,high,low,medium,medium,low,high,low
4406,Mexican casserole made with ground beef,"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",14.56,45,1.6,14.64,1.41,51.81,5.78,3.743,5.491,17.11,122,0.097,1.7,31,176,256,447,3.24,43,1.1,0.235,2.0,2.16,4.4,Vegetarian,medium,medium,medium,high,low,medium,high,high,high,high,high,medium,medium,medium,medium,medium,medium,high,low,high,medium,low,high,low
4407,Taco or tostada salad with meat,Taco or tostada salad with meat,16.4,15,2.9,7.49,1.8,65.24,3.662,1.795,2.893,9.34,85,0.105,1.9,20,121,223,328,1.25,30,0.38,0.118,3.1,0.85,13.0,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,medium,medium
4408,Taco or tostada salad with chicken,Taco or tostada salad with chicken,16.21,19,2.8,7.86,1.78,66.42,3.073,1.839,2.29,8.04,83,0.103,1.67,21,127,221,322,0.7,31,0.1,0.105,3.1,0.88,12.7,Non-Vegetarian,medium,low,high,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,medium,medium
