,Category,Description,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Dietary category,Data.Carbohydratehighorlow,Data.Cholesterolhighorlow,Data.Fiberhighorlow,Data.Proteinhighorlow,Data.Sugar Totalhighorlow,Data.Waterhighorlow,Data.Fat.Monosaturated Fathighorlow,Data.Fat.Polysaturated Fathighorlow,Data.Fat.Saturated Fathighorlow,Data.Fat.Total Lipidhighorlow,Data.Major Minerals.Calciumhighorlow,Data.Major Minerals.Copperhighorlow,Data.Major Minerals.Ironhighorlow,Data.Major Minerals.Magnesiumhighorlow,Data.Major Minerals.Phosphorushighorlow,Data.Major Minerals.Potassiumhighorlow,Data.Major Minerals.Sodiumhighorlow,Data.Major Minerals.Zinchighorlow,Data.Vitamins.Vitamin A - RAEhighorlow,Data.Vitamins.Vitamin B12highorlow,Data.Vitamins.Vitamin B6highorlow,Data.Vitamins.Vitamin Chighorlow,Data.Vitamins.Vitamin Ehighorlow,Data.Vitamins.Vitamin Khighorlow
1137,Chicken,"Chicken, baby food, junior",0.0,59,0.0,14.0,0.0,76.0,4.33,2.33,2.47,9.6,55,0.045,0.99,11,90,122,49,1.01,11,0.4,0.188,1.5,0.4,1.7,Non-Vegetarian,low,high,low,high,low,medium,medium,medium,medium,medium,medium,low,low,low,medium,low,low,medium,low,low,medium,low,low,low
1138,Turkey,"Turkey, baby food, NS as to strained or junior",1.4,58,0.0,11.5,0.0,80.32,2.384,1.741,1.641,6.2,41,0.148,0.7,12,117,135,49,1.77,0,1.11,0.029,1.1,0.08,0.0,Non-Vegetarian,low,high,low,medium,low,medium,medium,medium,low,medium,low,medium,low,low,medium,medium,low,medium,low,high,low,low,low,low
1139,Turkey,"Turkey, baby food, strained",1.4,58,0.0,11.5,0.0,80.32,2.384,1.741,1.641,6.2,41,0.148,0.7,12,117,135,49,1.77,0,1.11,0.029,2.2,0.08,0.0,Non-Vegetarian,low,high,low,medium,low,medium,medium,medium,low,medium,low,medium,low,low,medium,medium,low,medium,low,high,low,low,low,low
1140,Turkey,"Turkey, baby food, junior",1.4,58,0.0,11.5,0.0,80.32,2.384,1.741,1.641,6.2,41,0.148,0.7,12,117,135,49,1.77,0,1.11,0.029,0.0,0.08,0.0,Non-Vegetarian,low,high,low,medium,low,medium,medium,medium,low,medium,low,medium,low,low,medium,medium,low,medium,low,high,low,low,low,low
1141,Chicken stick,"Chicken stick, baby food",1.5,78,0.2,14.6,1.4,68.3,6.267,2.986,4.094,14.4,73,0.045,1.56,14,121,106,267,1.01,3,0.4,0.103,1.7,0.37,0.4,Non-Vegetarian,low,high,low,high,low,medium,high,medium,high,high,medium,low,medium,low,medium,low,medium,medium,low,low,low,low,low,low
1142,Turkey stick,"Turkey stick, baby food",1.4,65,0.2,13.7,1.4,69.8,4.671,3.615,4.143,14.2,83,0.148,0.92,10,120,120,295,2.4,6,1.3,0.023,1.5,0.12,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,medium,medium,low,low,medium,low,medium,high,low,high,low,low,low,low
1143,Beef liver,"Beef liver, braised",5.09,393,0.0,28.84,0.0,58.32,1.115,1.1,2.922,5.22,6,14.164,6.49,21,493,349,401,5.26,9363,69.99,1.009,1.9,0.51,3.3,Vegetarian,low,high,low,high,low,medium,low,low,medium,low,low,high,high,medium,high,high,medium,high,high,high,high,low,low,low
1144,Beef liver,"Beef liver, fried",5.12,378,0.0,26.3,0.0,61.5,1.097,1.012,2.509,4.64,6,14.466,6.12,22,481,348,399,5.19,7679,82.44,1.018,0.7,0.46,3.9,Vegetarian,low,high,low,high,low,medium,low,low,medium,low,low,high,high,medium,high,high,medium,high,high,high,high,low,low,low
1145,Chicken liver,"Chicken liver, braised",0.86,558,0.0,24.26,0.0,66.26,1.404,1.971,2.043,6.46,11,0.492,11.53,25,402,261,398,3.95,3948,16.71,0.749,27.7,0.81,0.0,Non-Vegetarian,low,high,low,high,low,medium,low,medium,medium,medium,low,high,high,medium,high,medium,medium,high,high,high,high,high,medium,low
1146,Chicken liver,"Chicken liver, fried",6.41,392,0.2,19.98,0.02,62.74,2.703,2.385,2.562,8.66,11,0.57,10.04,20,312,230,443,3.08,2809,15.07,0.584,16.3,0.99,1.7,Non-Vegetarian,low,high,low,high,low,medium,medium,medium,medium,medium,low,high,high,medium,high,medium,medium,high,high,high,high,high,medium,low
1147,Liver paste or pate,"Liver paste or pate, chicken",6.55,391,0.0,13.45,0.0,65.64,5.28,2.46,4.0,13.1,10,0.18,9.19,13,175,95,386,2.14,217,8.07,0.26,10.0,0.98,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,medium,high,high,low,medium,high,low,medium,low,medium,high,high,high,medium,high,medium,low
1148,Heart,"Heart, cooked",0.15,210,0.0,28.24,0.0,65.13,1.003,0.977,1.392,4.69,5,0.554,6.33,21,252,217,381,2.85,0,10.71,0.243,0.0,0.29,0.5,Vegetarian,low,high,low,high,low,medium,low,low,low,low,low,high,high,medium,high,medium,medium,high,low,high,medium,low,low,low
1149,Kidney,"Kidney, cooked",0.0,710,0.0,27.04,0.0,66.33,0.952,1.129,1.427,4.61,19,0.559,5.75,12,301,134,416,2.82,0,24.69,0.388,0.0,0.08,0.0,Vegetarian,low,high,low,high,low,medium,low,low,low,low,low,high,high,low,high,medium,medium,high,low,high,high,low,low,low
1150,Sweetbreads,"Sweetbreads, cooked",0.0,347,0.0,22.48,0.0,73.02,0.895,0.312,0.934,3.08,4,0.071,1.23,24,622,431,381,2.11,0,2.83,0.027,39.1,0.09,0.0,Vegetarian,low,high,low,high,low,medium,low,low,low,low,low,low,medium,medium,high,high,medium,high,low,high,low,high,low,low
1151,Brains,"Brains, cooked",1.47,3074,0.0,11.57,0.0,74.24,1.866,1.618,2.374,10.44,9,0.228,2.28,12,332,242,429,1.08,6,10.02,0.142,10.4,1.66,0.1,Vegetarian,low,high,low,medium,low,medium,low,medium,medium,medium,low,high,medium,low,high,medium,medium,medium,low,high,medium,high,high,low
1152,Tongue,"Tongue, cooked",0.0,131,0.0,19.13,0.0,57.39,10.018,0.74,8.057,22.11,5,0.147,2.59,15,144,182,387,4.06,0,3.1,0.154,1.3,0.3,1.2,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,medium,high,low,medium,medium,medium,high,low,high,medium,low,low,low
1153,Tongue,"Tongue, smoked, cured, or pickled, cooked",0.0,129,0.0,18.8,0.0,56.41,9.846,0.727,7.919,21.74,6,0.144,2.54,15,141,179,1044,3.99,0,3.05,0.151,1.3,0.29,1.2,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,medium,high,low,medium,medium,high,high,low,high,medium,low,low,low
1154,Tongue pot roast,"Tongue pot roast, Puerto Rican style",0.34,144,0.1,21.03,0.02,49.82,11.557,0.898,8.947,25.04,16,0.176,2.94,18,159,206,1245,4.47,0,2.55,0.102,1.3,0.48,3.4,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,medium,high,medium,medium,medium,high,high,low,high,low,low,low,low
1155,Tripe,"Tripe, cooked",0.0,127,0.0,12.6,0.0,82.59,1.6,0.188,1.348,3.85,72,0.073,0.62,14,67,70,441,1.48,0,1.09,0.008,0.0,0.09,0.0,Vegetarian,low,high,low,high,low,medium,low,low,low,low,medium,low,low,low,low,low,medium,medium,low,high,low,low,low,low
1156,Chitterlings,"Chitterlings, cooked",0.0,275,0.0,12.39,0.0,67.31,7.014,1.207,9.441,20.15,25,0.046,1.46,9,65,14,340,1.84,0,0.42,0.0,0.0,0.23,0.0,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,low,medium,low,low,low,medium,high,low,low,low,low,low,low
1157,Hog maws,"Hog maws, cooked",0.0,351,0.0,26.52,0.0,56.97,5.651,1.404,6.336,15.96,17,0.2,0.95,10,143,99,565,2.62,0,0.28,0.024,0.0,0.06,0.0,Vegetarian,low,high,low,high,low,medium,high,medium,high,high,low,high,low,low,medium,low,high,high,low,low,low,low,low,low
1158,Gizzard,"Gizzard, cooked",0.0,367,0.0,30.14,0.0,67.37,0.524,0.35,0.664,2.66,17,0.16,3.16,3,187,178,378,4.38,0,1.03,0.07,0.0,0.2,0.0,Vegetarian,low,high,low,high,low,medium,low,low,low,low,low,medium,high,low,high,medium,medium,high,low,high,low,low,low,low
1159,Frankfurter or hot dog,"Frankfurter or hot dog, NFS",3.04,61,0.0,12.32,1.33,52.21,12.737,1.004,12.0,29.47,16,0.048,1.2,12,128,343,872,2.17,3,0.87,0.109,0.0,0.54,1.9,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,low,medium,low,medium,high,high,high,low,medium,low,low,low,low
1160,Frankfurter or hot dog,"Frankfurter or hot dog, cheese-filled",5.01,84,0.0,11.66,2.64,53.14,10.19,5.227,9.205,26.49,175,0.043,1.0,13,214,348,993,1.47,63,0.78,0.067,21.3,0.5,0.3,Vegetarian,low,high,low,medium,low,medium,high,high,high,high,high,low,low,low,high,high,high,medium,medium,medium,low,high,low,low
1161,Frankfurter or hot dog,"Frankfurter or hot dog, beef",3.04,61,0.0,12.32,1.33,52.21,12.737,1.004,12.0,29.47,16,0.048,1.2,12,128,343,872,2.17,3,0.87,0.109,0.0,0.54,1.9,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,low,medium,low,medium,high,high,high,low,medium,low,low,low,low
1162,Frankfurter or hot dog,"Frankfurter or hot dog, beef and pork",5.28,82,0.0,10.23,2.9,55.35,10.452,5.669,7.982,25.45,112,0.044,1.1,11,175,359,976,1.2,28,0.64,0.053,18.9,0.46,0.1,Non-Vegetarian,low,high,low,medium,low,medium,high,high,high,high,high,low,medium,low,medium,high,high,medium,low,medium,low,high,low,low
1163,Frankfurter or hot dog,"Frankfurter or hot dog, beef and pork, reduced fat or light",5.28,82,0.0,10.23,2.9,55.35,10.452,5.669,7.982,25.45,112,0.044,1.1,11,175,359,976,1.2,28,0.64,0.053,18.9,0.46,0.1,Non-Vegetarian,low,high,low,medium,low,medium,high,high,high,high,high,low,medium,low,medium,high,high,medium,low,medium,low,high,low,low
1164,Frankfurter or hot dog,"Frankfurter or hot dog, meat and poultry, fat free",11.8,43,0.0,13.16,0.0,70.0,0.779,0.368,0.526,1.67,57,0.123,1.87,14,132,220,880,3.07,0,0.95,0.152,20.2,0.0,1.9,Non-Vegetarian,low,medium,low,high,low,medium,low,low,low,low,medium,medium,medium,low,medium,medium,high,high,low,medium,medium,high,low,low
1165,Frankfurter or hot dog,"Frankfurter or hot dog, meat and poultry",5.28,82,0.0,10.23,2.9,55.35,10.452,5.669,7.982,25.45,112,0.044,1.1,11,175,359,976,1.2,28,0.64,0.053,18.9,0.46,0.1,Non-Vegetarian,low,high,low,medium,low,medium,high,high,high,high,high,low,medium,low,medium,high,high,medium,low,medium,low,high,low,low
1166,Frankfurter or hot dog,"Frankfurter or hot dog, meat and poultry, reduced fat or light",8.84,46,0.1,16.32,0.0,68.32,1.253,0.379,1.021,2.95,13,0.066,0.96,18,155,261,983,2.03,1,0.48,0.227,0.3,0.21,0.3,Non-Vegetarian,low,medium,low,high,low,medium,low,low,low,low,low,low,low,medium,medium,medium,high,high,low,medium,medium,low,low,low
1167,Frankfurter or hot dog,"Frankfurter or hot dog, chicken",4.01,81,0.0,12.87,1.27,61.04,6.038,4.157,4.24,18.2,156,0.075,1.55,14,172,392,911,1.94,0,0.73,0.12,0.0,0.65,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,high,low,medium,low,medium,high,high,high,low,medium,medium,low,low,low
1168,Frankfurter or hot dog,"Frankfurter or hot dog, turkey",4.01,81,0.0,12.87,1.27,61.04,6.038,4.157,4.24,18.2,156,0.075,1.55,14,172,392,911,1.94,0,0.73,0.12,0.0,0.65,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,high,low,medium,low,medium,high,high,high,low,medium,medium,low,low,low
1169,Frankfurter or hot dog,"Frankfurter or hot dog, beef, reduced fat or light",8.84,46,0.1,16.32,0.0,68.32,1.253,0.379,1.021,2.95,13,0.066,0.96,18,155,261,983,2.03,1,0.48,0.227,0.3,0.21,0.3,Vegetarian,low,medium,low,high,low,medium,low,low,low,low,low,low,low,medium,medium,medium,high,high,low,medium,medium,low,low,low
1170,Frankfurter or hot dog,"Frankfurter or hot dog, reduced fat or light, NFS",8.84,46,0.1,16.32,0.0,68.32,1.253,0.379,1.021,2.95,13,0.066,0.96,18,155,261,983,2.03,1,0.48,0.227,0.3,0.21,0.3,Vegetarian,low,medium,low,high,low,medium,low,low,low,low,low,low,low,medium,medium,medium,high,high,low,medium,medium,low,low,low
1171,Beef sausage,Beef sausage,3.37,61,0.0,13.3,1.0,51.7,12.7,1.91,11.3,28.7,35,0.075,1.55,20,124,263,866,2.14,18,1.13,0.15,19.2,0.33,2.8,Non-Vegetarian,low,high,low,high,low,medium,high,medium,high,high,low,low,medium,medium,medium,medium,high,high,low,high,medium,high,low,low
1172,Beef sausage,"Beef sausage, reduced fat",0.15,82,0.0,20.94,0.0,55.88,8.02,4.192,6.034,20.32,19,0.088,1.91,22,185,328,698,3.14,28,1.1,0.268,0.0,1.22,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,medium,high,high,high,low,high,medium,low,medium,low
1173,Beef sausage,"Beef sausage, reduced sodium",13.25,39,0.0,19.93,0.75,52.1,4.8,2.882,2.916,11.13,0,0.418,1.2,40,266,988,415,2.24,0,0.14,0.498,0.0,1.44,32.4,Non-Vegetarian,medium,medium,low,high,low,medium,high,medium,medium,medium,low,high,medium,high,high,high,medium,high,low,low,high,low,medium,high
1174,Beef sausage with cheese,Beef sausage with cheese,3.4,65,0.0,13.78,1.13,50.49,12.254,1.848,11.976,29.01,136,0.072,1.46,20,176,250,946,2.17,41,1.12,0.134,16.4,0.38,2.8,Non-Vegetarian,low,high,low,high,low,medium,high,medium,high,high,high,low,medium,medium,medium,medium,high,high,low,high,medium,high,low,low
1175,Blood sausage,Blood sausage,1.29,120,0.0,14.6,1.29,47.3,15.9,3.46,13.4,34.5,6,0.04,6.4,8,22,38,680,1.3,0,1.0,0.04,0.0,0.13,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,high,low,low,low,high,medium,low,high,low,low,low,low
1176,Bratwurst,Bratwurst,2.85,74,0.0,13.72,0.0,51.45,14.692,2.632,9.998,29.18,28,0.104,0.53,21,208,348,846,3.25,2,0.73,0.327,0.0,0.26,3.4,Vegetarian,low,high,low,high,low,medium,high,medium,high,high,low,medium,low,medium,high,high,high,high,low,medium,high,low,low,low
1177,Bratwurst,"Bratwurst, with cheese",2.94,77,0.0,14.16,0.23,50.27,14.046,2.497,10.804,29.44,130,0.098,0.54,22,251,326,928,3.17,27,0.81,0.3,0.0,0.31,3.3,Vegetarian,low,high,low,high,low,medium,high,medium,high,high,high,medium,low,medium,high,high,high,high,low,medium,high,low,low,low
1178,Bologna,"Bologna, NFS",6.31,92,0.0,10.34,1.97,55.93,10.269,4.59,7.389,23.77,125,0.035,1.24,15,212,320,1379,1.06,0,0.47,0.193,0.0,0.59,1.7,Vegetarian,low,high,low,medium,low,medium,high,high,high,high,high,low,medium,low,high,high,high,medium,low,medium,medium,low,low,low
1179,Bologna,"Bologna, made from any kind of meat, reduced fat",5.2,44,0.0,11.8,0.0,65.0,6.455,0.51,5.464,14.8,9,0.03,1.0,12,178,147,821,1.83,0,1.4,0.15,1.0,0.19,0.3,Non-Vegetarian,low,medium,low,medium,low,medium,high,low,high,high,low,low,low,low,medium,medium,high,high,low,high,medium,low,low,low
1180,Bologna,"Bologna, made from any kind of meat, reduced sodium",6.31,92,0.0,10.34,1.97,55.93,10.269,4.59,7.389,23.77,125,0.035,1.24,15,212,320,1034,1.06,0,0.47,0.193,0.0,0.59,1.7,Non-Vegetarian,low,high,low,medium,low,medium,high,high,high,high,high,low,medium,low,high,high,high,medium,low,medium,medium,low,low,low
1181,Bologna,"Bologna, made from any kind of meat, reduced fat and reduced sodium",5.2,44,0.0,11.8,0.0,65.0,6.455,0.51,5.464,14.8,9,0.03,1.0,12,178,147,821,1.83,0,1.4,0.15,1.0,0.19,0.3,Non-Vegetarian,low,medium,low,medium,low,medium,high,low,high,high,low,low,low,low,medium,medium,high,high,low,high,medium,low,low,low
1182,Turkey or chicken and beef sausage,Turkey or chicken and beef sausage,2.23,76,0.0,16.47,0.5,57.97,8.156,2.808,7.138,20.47,36,0.078,1.46,21,167,314,785,2.59,9,1.27,0.272,9.6,0.31,1.6,Non-Vegetarian,low,high,low,high,low,medium,high,medium,high,high,low,low,medium,medium,medium,high,high,high,low,high,medium,high,low,low
1183,Chorizo,Chorizo,2.63,107,0.0,19.3,0.0,46.3,11.7,4.74,9.45,28.1,37,0.13,2.34,30,207,435,983,2.19,0,1.21,0.554,0.0,1.5,6.0,Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,high,high,high,high,low,high,high,low,medium,low
1184,Head cheese,Head cheese,0.0,69,0.0,13.83,0.0,73.84,5.601,1.134,3.402,10.9,16,0.122,1.5,9,56,31,941,0.97,0,1.05,0.19,0.0,0.25,3.4,Vegetarian,low,high,low,high,low,medium,high,low,medium,medium,low,medium,medium,low,low,low,high,medium,low,high,medium,low,low,low
1185,Knockwurst,Knockwurst,3.2,60,0.0,11.1,0.0,55.3,12.81,2.92,10.21,27.7,11,0.06,0.66,11,98,199,930,1.66,0,1.18,0.17,0.0,0.57,1.6,Vegetarian,low,high,low,medium,low,medium,high,medium,high,high,low,low,low,low,medium,medium,high,medium,low,high,medium,low,low,low
1186,Mortadella,Mortadella,3.05,56,0.0,16.37,0.0,52.3,11.38,3.12,9.51,25.39,18,0.06,1.4,11,97,163,1246,2.1,0,1.48,0.13,0.0,0.22,1.6,Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,medium,low,medium,medium,high,high,low,high,medium,low,low,low
1187,Pastrami,"Pastrami, NFS",0.36,68,0.0,21.8,0.1,69.53,2.118,0.145,2.681,5.82,10,0.091,2.22,17,175,210,1078,4.98,2,1.87,0.221,0.3,0.12,0.7,Vegetarian,low,high,low,high,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium,high,high,low,high,medium,low,low,low
1188,Pastrami,"Pastrami, made from any kind of meat, reduced fat",0.64,51,0.0,18.62,0.29,73.72,1.521,0.27,1.318,3.69,5,0.086,2.05,20,242,647,853,3.2,3,2.04,0.46,0.0,0.49,1.6,Non-Vegetarian,low,high,low,high,low,medium,low,low,low,low,low,medium,medium,medium,high,high,high,high,low,high,high,low,low,low
1189,Pepperoni,"Pepperoni, NFS",1.18,97,0.0,19.25,0.0,28.55,20.77,4.458,17.708,46.28,19,0.091,1.33,18,158,274,1582,2.44,0,1.3,0.362,0.0,1.03,5.8,Non-Vegetarian,low,high,low,high,low,low,high,high,high,high,low,medium,medium,medium,medium,medium,high,high,low,high,high,low,medium,low
1190,Pepperoni,"Pepperoni, reduced fat",0.72,108,0.0,21.07,0.26,41.19,14.717,4.895,11.418,31.65,24,0.096,1.36,20,192,363,1756,2.67,11,1.15,0.441,0.0,0.64,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,high,high,high,high,low,high,high,low,low,low
1191,Pepperoni,"Pepperoni, reduced sodium",1.18,97,0.0,19.25,0.0,28.55,20.77,4.458,17.708,46.28,19,0.091,1.33,18,158,274,1187,2.44,0,1.3,0.362,0.0,1.03,5.8,Non-Vegetarian,low,high,low,high,low,low,high,high,high,high,low,medium,medium,medium,medium,medium,high,high,low,high,high,low,medium,low
1192,Polish sausage,Polish sausage,5.03,73,0.0,12.45,2.39,49.38,12.564,5.383,9.894,29.68,42,0.056,0.99,16,204,306,1062,1.53,9,0.72,0.097,14.7,0.38,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,low,low,high,high,high,medium,low,medium,low,high,low,low
1193,Italian sausage,Italian sausage,2.15,80,0.0,18.2,1.46,50.9,11.6,4.96,9.15,26.2,12,0.074,1.29,19,145,310,766,2.41,22,1.06,0.343,0.0,0.8,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,medium,medium,medium,high,high,high,low,high,high,low,medium,low
1194,Sausage,"Sausage, NFS",1.42,86,0.0,18.53,1.09,49.89,11.541,5.115,8.826,27.25,9,0.071,1.2,16,149,342,814,2.45,28,0.98,0.195,0.0,0.9,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,medium,low,medium,high,high,high,low,medium,medium,low,medium,low
1195,Pork sausage,Pork sausage,1.42,86,0.0,18.53,1.09,49.89,11.541,5.115,8.826,27.25,9,0.071,1.2,16,149,342,814,2.45,28,0.98,0.195,0.0,0.9,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,medium,low,medium,high,high,high,low,medium,medium,low,medium,low
1196,Pork sausage,"Pork sausage, reduced fat",0.15,82,0.0,20.94,0.0,55.88,8.02,4.192,6.034,20.32,19,0.088,1.91,22,185,328,698,3.14,28,1.16,0.282,0.0,1.22,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,medium,high,high,high,low,high,high,low,medium,low
1197,Pork sausage,"Pork sausage, reduced sodium",13.25,39,0.0,19.93,0.75,52.1,4.8,2.882,2.916,11.13,0,0.418,1.2,40,266,988,415,2.24,0,0.14,0.498,0.0,1.44,32.4,Non-Vegetarian,medium,medium,low,high,low,medium,high,medium,medium,medium,low,high,medium,high,high,high,medium,high,low,low,high,low,medium,high
1198,Pork sausage rice links,Pork sausage rice links,0.15,82,0.0,20.94,0.0,55.88,8.02,4.192,6.034,20.32,19,0.088,1.91,22,185,328,698,3.14,28,1.16,0.282,0.0,1.22,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,medium,high,high,high,low,high,high,low,medium,low
1199,Pork and beef sausage,Pork and beef sausage,2.4,74,0.0,15.92,1.04,50.8,12.12,3.512,10.063,27.98,22,0.073,1.38,18,136,302,840,2.3,23,1.06,0.172,9.6,0.62,1.4,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,medium,medium,medium,medium,high,high,low,high,medium,high,low,low
1200,Salami,"Salami, NFS",0.72,108,0.0,21.07,0.26,41.19,14.717,4.895,11.418,31.65,24,0.096,1.36,20,192,363,1756,2.67,11,1.15,0.441,0.0,0.64,0.0,Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,high,high,high,high,low,high,high,low,low,low
1201,Salami,"Salami, made from any type of meat, reduced fat",1.55,76,0.1,19.2,1.12,68.8,3.172,2.466,2.783,9.21,40,0.19,1.25,22,266,216,1107,2.32,2,0.99,0.427,0.0,0.24,1.3,Non-Vegetarian,low,high,low,high,low,medium,medium,medium,medium,medium,low,medium,medium,medium,high,medium,high,high,low,high,high,low,low,low
1202,Salami,"Salami, made from any type of meat, reduced sodium",0.72,108,0.0,21.07,0.26,41.19,14.717,4.895,11.418,31.65,24,0.096,1.36,20,192,363,1317,2.67,11,1.15,0.441,0.0,0.64,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,high,high,high,high,low,high,high,low,low,low
1203,Scrapple,"Scrapple, cooked",14.96,52,0.3,8.57,0.21,60.07,6.549,1.77,5.034,14.76,6,0.214,1.31,10,61,143,385,0.85,499,0.23,0.077,1.3,0.16,3.6,Vegetarian,medium,high,low,medium,low,medium,high,medium,high,high,low,high,medium,low,low,medium,medium,medium,high,low,low,low,low,low
1204,Thuringer,Thuringer,3.33,74,0.0,17.45,0.85,45.18,12.97,1.2,11.51,30.43,9,0.15,2.04,14,111,260,1300,2.56,0,5.5,0.26,16.6,0.22,1.3,Vegetarian,low,high,low,high,low,medium,high,low,high,high,low,medium,medium,low,medium,medium,high,high,low,high,medium,high,low,low
1205,Turkey or chicken sausage,Turkey or chicken sausage,1.09,92,0.0,19.65,0.0,64.24,3.612,3.706,2.976,12.24,38,0.082,1.38,22,209,365,705,3.04,0,1.41,0.394,0.0,0.28,0.5,Non-Vegetarian,low,high,low,high,low,medium,medium,high,medium,medium,low,low,medium,medium,high,high,high,high,low,high,high,low,low,low
1206,Turkey or chicken sausage,"Turkey or chicken sausage, reduced sodium",13.32,39,0.0,20.03,0.76,52.36,4.604,2.793,2.784,10.7,0,0.42,1.21,40,267,993,417,2.25,0,0.14,0.501,0.0,1.44,32.5,Non-Vegetarian,medium,medium,low,high,low,medium,high,medium,medium,medium,low,high,medium,high,high,high,medium,high,low,low,high,low,medium,high
1207,Turkey or chicken sausage,"Turkey or chicken sausage, reduced fat",1.09,92,0.0,19.65,0.0,64.24,3.612,3.706,2.976,12.24,38,0.082,1.38,22,209,365,705,3.04,0,1.41,0.394,0.0,0.28,0.5,Non-Vegetarian,low,high,low,high,low,medium,medium,high,medium,medium,low,low,medium,medium,high,high,high,high,low,high,high,low,low,low
1208,Turkey or chicken and pork sausage,Turkey or chicken and pork sausage,0.7,84,0.0,22.7,0.0,50.9,9.719,3.25,7.95,23.0,32,0.148,1.62,19,191,337,878,3.17,0,1.26,0.34,1.1,0.39,5.7,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,medium,medium,medium,high,high,high,high,low,high,high,low,low,low
1209,Turkey or chicken,"Turkey or chicken, pork, and beef sausage, reduced sodium",13.25,39,0.0,19.93,0.75,52.1,4.8,2.882,2.916,11.13,0,0.418,1.2,40,266,988,415,2.24,0,0.14,0.498,0.0,1.44,32.4,Non-Vegetarian,medium,medium,low,high,low,medium,high,medium,medium,medium,low,high,medium,high,high,high,medium,high,low,low,high,low,medium,high
1210,Vienna sausage,"Vienna sausage, canned",2.6,87,0.0,10.5,0.0,64.9,9.628,1.29,7.125,19.4,10,0.03,0.88,7,49,101,879,1.6,0,1.02,0.12,0.0,0.22,1.6,Non-Vegetarian,low,high,low,medium,low,medium,high,low,high,high,low,low,low,low,low,low,high,medium,low,high,medium,low,low,low
1211,Pickled sausage,Pickled sausage,2.13,79,0.0,18.06,1.45,50.5,11.508,4.921,9.077,25.99,12,0.073,1.28,18,144,308,1067,2.39,22,1.05,0.34,0.0,0.79,0.0,Non-Vegetarian,low,high,low,high,low,medium,high,high,high,high,low,low,medium,medium,medium,high,high,high,low,high,high,low,medium,low
1212,Luncheon meat,"Luncheon meat, NFS",0.27,41,0.0,16.7,0.0,75.7,1.47,0.544,1.12,3.73,5,0.05,0.58,19,261,425,1040,1.52,0,0.36,0.394,0.0,0.29,0.0,Non-Vegetarian,low,medium,low,high,low,medium,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,high,low,low,low
1213,Ham,"Ham, prepackaged or deli, luncheon meat",0.27,41,0.0,16.7,0.0,75.7,1.47,0.544,1.12,3.73,5,0.05,0.58,19,261,425,1040,1.52,0,0.36,0.394,0.0,0.29,0.0,Non-Vegetarian,low,medium,low,high,low,medium,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,high,low,low,low
